GEOID20,route
060375027004061,120  
060373202021007,92  
060371133031010,167  
060374332003016,176  
060375315042003,256  
060377018011030,806 
060374810011008,78  
060374810022006,78  
060372149032007,16  
060377009014008,16  
060375316022003,66  
060371032021025,90  
060373115003020,222  
060372947012020,232  
060374332002021,176  
060375007003008,266  
060375541052005,128  
060374806023013,176  
060371044012005,230  
060371066411006,236  
060371283031001,237  
060373113002027,154  
060379800081000,152  
060373016023023,96  
060371064081001,234  
060371330003000,243  
060371349052006,245  
060371344211000,165  
060371413041003,150  
060371372032007,152  
060371289101006,234  
060374807041004,176  
060374805004016,260  
060372656021005,20  
060372172001008,30  
060374636014007,267  
060372624002004,734  
060373021024008,183  
060371861003014,28  
060371898012010,217  
060371837022017,256  
060374044021031,804 
060373020041003,180  
060378001011006,169  
060372431001000,612  
060371281011007,158  
060371343033000,169  
060375425022006,202  
060372965002006,550  
060372140003007,16  
060377018011002,4  
060371044012009,230  
060374311001004,267  
060377014021000,20  
060372270201001,55  
060372403022004,204  
060375356042000,612  
060372947011002,232  
060375704032023,60  
060373023022003,180  
060372039002005,665  
060372048101006,18  
060375531003005,128  
060376032003011,205  
060372973002009,550  
060375436052007,205  
060375722024011,60  
060375432034008,202  
060372197003004,212  
060372760003015,102  
060376503001013,130  
060376034002007,125  
060376025071002,125  
060373006022001,90  
060375331031005,111  
060373002005009,90  
060373004001008,90  
060375031062008,120  
060375722022001,801 
060373116021000,155  
060373113002030,222  
060379304003209,804 
060372243102001,200  
060374822021005,70  
060375712021004,265  
060372625011002,602  
060376009121027,111  
060371976001011,4  
060374819022014,258  
060372702002005,33  
060375323023023,260  
060375342032009,258  
060374809022018,76  
060374816062021,76  
060374816041013,76  
060375407001007,55  
060372060511076,60  
060372260022041,66  
060374820024005,260  
060372628021003,602  
060377024001008,16  
060372199021005,35  
060375303023002,260  
060376033023013,130  
060375549003001,62  
060379800141010,202  
060375439053018,246  
060372941102009,246  
060371375012001,150  
060375031031000,120  
060375422001010,128  
060374609003002,267  
060372169022006,217  
060372753131001,108  
060375026043003,62  
060375434001011,246  
060371810001030,180  
060376507012037,344  
060375323032017,62  
060375503011000,111  
060378005041045,534  
060372216022002,35  
060372216022004,35  
060372199013001,14  
060371221202003,152  
060375401024013,612  
060372267011002,102  
060375323033064,62  
060375358033000,251  
060375034021001,120  
060375338041005,611  
060375025002016,265  
060376204001017,126  
060376203055020,126  
060375524001012,460  
060375719004012,60  
060375706032000,265  
060377018011020,806 
060376207014004,130  
060375545121013,128  
060376205013008,126  
060374046001073,78  
060372754001002,33  
060372286002001,105  
060372392012000,10  
060375042002010,120  
060376013024014,115  
060375506023001,111  
060376034002000,125  
060375530002005,128  
060375534001005,266  
060375538021010,258  
060376205221003,130  
060375702041000,130  
060375545111007,128  
060376031021009,344  
060375730044002,60  
060374607003004,177  
060371413042003,150  
060376500013030,130  
060376041013011,126  
060377032003002,210  
060375323032004,62  
060375034015000,120  
060372374011003,204  
060372384004000,207  
060375034022006,120  
060376703263004,344  
060371021041000,92  
060371174042005,237  
060374811021001,78  
060371133232002,245  
060372347002003,108  
060372734042004,733  
060372287203003,55  
060376011002009,117  
060375027002010,62  
060375329002000,53  
060375426011005,202  
060375717043007,60  
060375713001005,266  
060376511011019,344  
060375545123007,128  
060379800111005,232  
060376703262003,344  
060371920023015,10  
060375518022001,120  
060372060512015,18  
060374828012007,68  
060372739024000,33  
060372286001000,53  
060372282102001,102  
060375323032038,62  
060375341022001,258  
060375329003010,53  
060376025071000,125  
060375426022002,125  
060375700032003,266  
060376503002004,130  
060371031025003,90  
060371951001002,92  
060372395021006,53  
060376009021004,607  
060373021031002,183  
060377023001005,806 
060377009023025,14  
060376706042010,344  
060372219001003,200  
060372653072000,602  
060379800111051,232  
060375345011004,251  
060372400202003,51  
060375039012016,460  
060375512042003,265  
060376027001002,210  
060375414021002,202  
060376210056014,130  
060376700022003,232  
060372971101015,910  
060376208011000,126  
060375432011004,205  
060375031033002,120  
060376213241000,130  
060375545172007,128  
060372362062001,105  
060372766012023,115  
060371286011016,233  
060371134261018,166  
060374320023001,78  
060374629003033,267  
060372060532008,106  
060372240101007,33  
060372676002004,806 
060372346003003,210  
060377030022000,108  
060377021023000,733  
060372364001002,102  
060375326061008,110  
060377030024022,108  
060376008013009,710  
060376028021011,209  
060376200021000,232  
060375408001004,55  
060375417001005,60  
060376511012009,344  
060375545121008,128  
060376024031003,40  
060375545123005,128  
060375718001005,60  
060372945102006,232  
060376502003017,130  
060375410032052,51  
060376503004005,344  
060376041022014,40  
060376040021010,40  
060371060202002,234  
060374613002008,687  
060372678001000,806 
060372181203003,35  
060377031003006,212  
060377021023001,733  
060377028012017,733  
060372766081002,115  
060376014013020,115  
060374305023000,487  
060374600021015,487  
060371972001017,96  
060375039012021,460  
060372712001007,734  
060379304003016,804 
060376209042000,126  
060372260021050,51  
060372226002007,102  
060372699051005,33  
060372214022001,35  
060375004021009,266  
060379800161044,251  
060375356041002,612  
060372379001001,111  
060375341012004,258  
060377024004002,105  
060371810001019,780  
060377018013005,806 
060375776053006,577  
060372942003013,232  
060375433211003,53  
060375708002011,265  
060376210055020,232  
060372431001002,612  
060375361022022,258  
060376003021001,206  
060379800281048,117  
060375514021007,115  
060372381004006,207  
060372384001013,206  
060376203014017,126  
060379800341049,460  
060375433042001,205  
060372912201003,344  
060375707015012,265  
060375002033000,120  
060378002061013,161  
060372969012002,550  
060375763022015,60  
060374605011019,177  
060374341003005,176  
060371235102003,165  
060376014022005,211  
060374318001002,267  
060375413001002,205  
060377016013022,20  
060374628001002,267  
060375362011004,117  
060375412003003,53  
060374802022018,487  
060374309022002,267  
060377004001000,10  
060372060521030,30  
060372673002003,4  
060375337012010,108  
060375319012003,18  
060376012022002,40  
060375357023009,115  
060375408002000,205  
060376022014011,211  
060376023011013,211  
060371070102007,92  
060371132321020,152  
060371318021009,163  
060375551062014,62  
060379304003173,487  
060372345023018,105  
060371918203009,10  
060372732002003,33  
060372374023009,111  
060374321025000,267  
060377009013014,28  
060375510021008,266  
060375704033007,60  
060376018012006,40  
060377005011003,2  
060377030021014,108  
060376201013007,625  
060375405023002,60  
060376504011001,344  
060379800281062,115  
060371134261004,166  
060371154042008,150  
060374044024000,804 
060376025101003,211  
060374611003010,687  
060373117001012,96  
060373102012010,183  
060379304003144,804 
060375327002004,108  
060376009121016,110  
060376013031000,212  
060375552121002,62  
060375551051007,62  
060374300042007,267  
060374006022005,804 
060379800161069,60  
060371433023000,224  
060372037201002,251  
060375308021000,70  
060372260022050,53  
060371288023007,233  
060372084012003,14  
060371352042007,164  
060372735022002,33  
060379800281078,232  
060376503003003,40  
060371211023008,152  
060373025043001,90  
060378005061016,534  
060372080022006,10  
060372346001011,209  
060375327002010,110  
060375538021009,258  
060375433041002,205  
060376212012018,232  
060372430011009,612  
060371253221002,152  
060377017023011,4  
060377012012005,20  
060375300073018,68  
060372240201027,603  
060374827013003,68  
060372060512014,18  
060372079021013,14  
060372294101004,10  
060372736003015,33  
060375337011003,260  
060375007006004,265  
060372721003006,33  
060376004004008,207  
060375339012007,110  
060376008012005,209  
060372398023001,51  
060375360001001,612  
060375427002015,125  
060379800341072,460  
060375547003008,62  
060375028014007,120  
060374324023000,268  
060372317201001,81  
060371894003003,207  
060375361032001,115  
060376700021003,232  
060376512211003,344  
060375779003001,60  
060379800021019,202  
060372734031004,33  
060377028033026,33  
060375355021010,251  
060374627002003,687  
060371834021010,83  
060371393011008,164  
060371021072016,222  
060376023023014,211  
060371252003010,155  
060371437002004,237  
060376013024004,607  
060376026013000,209  
060372911201004,45  
060375362012005,258  
060372753111007,108  
060375357012006,611  
060375353003015,115  
060375356032000,115  
060375521004006,62  
060375421061014,260  
060376009121005,110  
060378004101028,534  
060379800161014,801 
060376014012003,115  
060375435031005,205  
060375717012002,60  
060374812011000,78  
060371133222008,243  
060371031022003,90  
060371047011002,233  
060372718011005,33  
060374827022009,68  
060375762005003,232  
060375331031001,254  
060372110004006,20  
060376021041012,120  
060379800161132,611  
060374600021004,487  
060372404022005,117  
060374807021001,176  
060376009022002,607  
060371175102003,166  
060372122031000,20  
060372161001002,20  
060372163011021,30  
060377004003001,105  
060374317015006,267  
060372351003013,108  
060371997002006,751  
060372313011007,206  
060372317202006,705  
060371041032006,233  
060371114011019,236  
060375007005009,265  
060372371014006,204  
060374816052029,260  
060372141004003,212  
060372167002011,105  
060374827012000,68  
060372284101004,51  
060375357021002,115  
060375719002005,60  
060372163011020,30  
060371394012005,150  
060379800241023,236  
060371242041003,152  
060374609004028,267  
060371852041003,28  
060379800251017,246  
060375440023011,202  
060374314004003,78  
060377030023018,110  
060375537011014,125  
060373110001005,154  
060371321023003,165  
060371034022002,90  
060378003381014,161  
060379304003030,804 
060376512013005,344  
060371344213004,164  
060374603013002,267  
060372718031002,33  
060375528002007,62  
060375545111000,460  
060376034002012,125  
060372311002012,45  
060375535043006,265  
060375521001006,460  
060375776022029,577  
060372975011011,246  
060373016021005,96  
060371351131004,150  
060371432001005,224  
060376205212000,130  
060376209013012,126  
060375322003015,62  
060371343023004,152  
060372145032004,20  
060375706031009,265  
060374609004024,267  
060371199002012,169  
060371221202004,152  
060371239012000,164  
060373110002007,164  
060375340022000,110  
060372131002003,209  
060376009112007,212  
060372379003005,207  
060373104003021,794  
060372640001017,602  
060375006004008,265  
060379800161068,60  
060372737001000,33  
060376004004018,120  
060371014001010,90  
060373201011009,92  
060376704131008,344  
060375027004018,62  
060375356032002,115  
060375319021006,18  
060376209043023,126  
060371342012002,245  
060374006023050,804 
060372283103006,51  
060372283101005,102  
060372284102006,51  
060375426021012,202  
060375416051009,127  
060371431012003,155  
060372753111002,108  
060376040023000,130  
060374006022021,804 
060375416042009,60  
060376703242013,232  
060371283031005,233  
060372395023005,51  
060372395013007,51  
060372284201001,10  
060372181202007,35  
060377018012003,806 
060377016012016,20  
060372395011003,111  
060375323041012,108  
060376203052034,126  
060375535021002,125  
060372911101017,754  
060375502022006,460  
060375553001015,62  
060375537021013,127  
060375530001010,128  
060375527001008,460  
060375703043002,60  
060372920011025,550  
060372933042000,232  
060376703261005,344  
060376703243020,344  
060375770003010,577  
060375763021006,232  
060372627041017,602  
060375004021010,266  
060377012013010,20  
060375424012005,60  
060375760012004,801 
060374611002003,687  
060371276061002,164  
060371201041005,237  
060371173032005,237  
060371973003003,200  
060377006001027,704  
060372756031011,110  
060372739021002,108  
060375408004009,51  
060374316003005,78  
060372281001004,55  
060375302031009,68  
060374818002007,260  
060371254023002,224  
060375308013006,71  
060374827011007,68  
060375506011004,62  
060376209041024,126  
060379304002131,234  
060375320011021,18  
060372640002008,602  
060376034002003,125  
060372975012012,246  
060373203003016,234  
060371132371003,166  
060371014002017,90  
060374332003008,70  
060371190041001,166  
060372734042002,733  
060372060512022,18  
060372672023006,704  
060375758032002,232  
060375758022026,801 
060371909012001,207  
060373007012008,90  
060371436021006,155  
060374327001003,268  
060377004002006,14  
060372172002001,30  
060372270101003,801 
060375523011003,62  
060375518022003,120  
060372340021006,209  
060371432003004,155  
060374008012024,804 
060375039022000,460  
060372112021002,14  
060372140001000,14  
060377013022007,20  
060372318004000,45  
060376213261007,232  
060371852032008,28  
060377023002006,806 
060375776052018,577  
060376707011004,205  
060375722014004,801 
060371013002000,90  
060375353004005,115  
060375351022005,115  
060377015022010,4  
060371070203001,224  
060374608001011,180  
060375437052009,246  
060372969021006,205  
060372085022001,200  
060372321203005,81  
060375533003009,125  
060376700034006,232  
060374308024001,267  
060374307012000,78  
060372693003000,806 
060379800281027,102  
060376203012017,232  
060375416062008,125  
060376701011009,205  
060372080021009,14  
060376038022003,126  
060372671011000,4  
060379800331037,801 
060376513043005,232  
060374318003001,268  
060372675021009,4  
060375007005000,265  
060376034003006,210  
060378003353034,161  
060374601015011,267  
060373102012022,183  
060375343012004,611  
060375310003006,256  
060375545171013,128  
060375401021011,612  
060377009014033,728  
060371152021008,166  
060374825213001,176  
060371111001001,237  
060371041051016,233  
060371012211001,90  
060375002031007,120  
060374620023003,260  
060373117002003,155  
060371398012001,150  
060371060201000,234  
060376512221001,344  
060376040022008,130  
060375351022025,55  
060378004062004,534  
060374605021018,90  
060373101003008,92  
060372340011008,40  
060375318002011,18  
060375317021022,66  
060375302042004,18  
060375349001001,111  
060372753113008,108  
060377030022002,108  
060377021024013,733  
060375509011029,115  
060372393302003,51  
060375421062016,260  
060376203011016,232  
060375428001013,125  
060375730041000,60  
060375763011011,232  
060371318011009,163  
060375704032011,60  
060371415001012,150  
060373106021016,92  
060371236012002,167  
060374329012000,266  
060374816031010,76  
060372112021004,204  
060372149032000,16  
060376028024010,209  
060379800391004,155  
060371810005013,81  
060371831031012,176  
060372393101002,745  
060375310003005,68  
060372140001007,14  
060372625011010,602  
060375305003005,804 
060372292001007,53  
060372752002006,108  
060375413003027,205  
060375424014001,127  
060375704031002,60  
060372110002009,210  
060371810002009,180  
060374827021004,68  
060372225003005,102  
060377014021006,704  
060372073031000,10  
060371066491007,239  
060373112002004,154  
060373016021009,96  
060374626001007,687  
060375362023015,258  
060376506051007,344  
060375762005009,232  
060378004111005,534  
060376704052001,344  
060376511012046,232  
060376703263002,344  
060371031023007,90  
060377006001029,704  
060377006001037,704  
060377008014005,16  
060375305003014,258  
060372626043000,602  
060372770005003,217  
060375552121010,62  
060379800131010,803 
060372413001001,45  
060371220003018,152  
060372141002013,14  
060371990022017,28  
060372621002014,734  
060371190012010,158  
060379800091011,501  
060371977001010,4  
060379800231010,152  
060378003252009,161  
060374807042007,260  
060371286021003,154  
060371096014005,158  
060374312004020,78  
060371152042000,167  
060375518021001,120  
060372732001010,33  
060375039024015,460  
060375779001002,801 
060372753121004,110  
060373008004001,90  
060375334031000,611  
060375317012000,18  
060372188001001,35  
060376007041034,210  
060371434021002,155  
060375778001006,111  
060375435021015,550  
060371131021000,243  
060372403011001,115  
060375700034002,266  
060375713004005,266  
060371316004004,152  
060375435021012,550  
060372060501044,62  
060374331034009,176  
060371343023003,152  
060372190102001,35  
060375038022005,460  
060377028031006,108  
060379800361018,266  
060375550011007,62  
060371234203001,165  
060375031051010,120  
060375707032001,265  
060375436073007,205  
060371434022003,230  
060375362011008,117  
060371112064008,158  
060379800091051,94  
060371201082003,166  
060374608002019,267  
060371247003005,155  
060371352011000,169  
060371096013012,158  
060371133222009,243  
060378004061001,161  
060371212222002,230  
060373101002001,92  
060371835101003,83  
060378003244011,161  
060379304002070,234  
060378002021005,161  
060371436061001,150  
060371279102004,233  
060373007013004,90  
060375432034017,60  
060371134252001,166  
060371373011000,152  
060377028031004,108  
060375507005006,111  
060372951031001,550  
060375517001014,265  
060372756052000,110  
060371211021011,92  
060375327001004,108  
060372088011005,51  
060371343034011,163  
060371896001002,222  
060375529001005,62  
060375039023006,460  
060371133032020,167  
060372244101009,603  
060374619013006,260  
060371394023004,150  
060375424013010,128  
060371917101000,4  
060376027001035,209  
060371990022019,28  
060379800391001,155  
060377002003001,4  
060371340022005,163  
060375409013001,45  
060374608002025,180  
060375025002002,265  
060374600022000,487  
060371373022002,169  
060375545213001,128  
060373007022000,183  
060376033023011,130  
060378004122024,534  
060375434003029,51  
060375361022019,117  
060375718001020,60  
060372395022006,51  
060375344051001,260  
060375708003002,265  
060371411011009,158  
060375037012010,120  
060379800141058,232  
060376211043013,130  
060373007021000,90  
060372374013007,111  
060371154041000,150  
060371343034000,169  
060372035002015,78  
060374807021003,256  
060375005001014,266  
060376037022009,126  
060371331021000,150  
060375552022014,62  
060374641021010,176  
060375552122010,62  
060371190012006,158  
060378003353029,161  
060374327002020,76  
060371197001004,169  
060374307011004,268  
060379304003044,804 
060374308011007,804 
060374324011000,487  
060371310231005,169  
060379800241029,234  
060375360002011,115  
060375410031019,51  
060375759021007,801 
060375776022000,577  
060375303011033,260  
060376206011004,210  
060375402024010,612  
060375039024031,460  
060375407002009,120  
060379800281075,625  
060375007006003,265  
060375779001004,801 
060372718012005,733  
060371975003001,92  
060372742021018,108  
060374638001010,256  
060374334021001,176  
060372723013002,108  
060371152022005,166  
060376013012019,110  
060371972003000,90  
060379800221006,237  
060371435004016,167  
060375416043006,125  
060371435002013,167  
060371234203002,167  
060373011003012,92  
060371239012021,230  
060371412013000,155  
060371397041005,150  
060372071011003,4  
060372264201000,51  
060371045002000,230  
060375704021000,130  
060372240201043,10  
060372431002006,120  
060375522004001,62  
060377023004003,806 
060374607002024,268  
060375361022037,258  
060376020022001,126  
060375507002004,62  
060375779001016,801 
060372060501027,60  
060378005041028,534  
060372060512010,60  
060372349011006,40  
060375527004005,460  
060375342023011,258  
060374640001004,258  
060371871011010,92  
060376211042018,130  
060374812032000,78  
060374608001013,180  
060374816032008,76  
060375351022014,115  
060379800161046,254  
060376028011008,204  
060372703001011,780  
060375352001007,53  
060371343032011,163  
060372753121000,110  
060372964021000,205  
060371351111001,150  
060374306001000,268  
060371951002007,201  
060372161002010,28  
060375537011006,125  
060371990022001,83  
060373116021014,155  
060379304002054,90  
060379800061008,62  
060375039024022,460  
060375025002025,108  
060376704171012,344  
060379800341019,460  
060375530001003,125  
060378004112011,534  
060379304002104,234  
060375361021002,115  
060375433051053,202  
060377029004012,108  
060372672013003,4  
060371012202003,90  
060376512223006,344  
060372627042015,534  
060374611003009,687  
060372408001011,53  
060371871012020,96  
060374824042013,176  
060371397031016,150  
060376503002005,40  
060371066043006,224  
060371310241006,163  
060371375023016,169  
060372612001010,734  
060374046001098,804 
060372086101007,14  
060374304004010,487  
060371190032007,158  
060371234101002,163  
060373007021004,90  
060371132312011,152  
060371021071000,222  
060375722024012,60  
060371434021000,155  
060375341021005,110  
060375342032002,111  
060379800361054,577  
060374825221011,176  
060375531003001,128  
060376025131001,126  
060374605013006,177  
060372742024007,108  
060375412003000,53  
060379800251016,246  
060371153023004,152  
060371871022027,603  
060375734011004,60  
060372408002011,51  
060379304003186,804 
060379800021005,202  
060372260011009,51  
060376042002009,126  
060374304001013,487  
060377026004021,108  
060377008014008,16  
060376009022006,607  
060372626044002,602  
060371042042004,233  
060371287031014,155  
060378003251000,161  
060371349043009,164  
060371951002006,201  
060374816053000,76  
060374642002005,78  
060376042002016,126  
060371043101002,92  
060371439012004,218  
060372314003007,209  
060371112063008,158  
060379304002179,90  
060379800061013,62  
060377024005009,33  
060373006021017,90  
060379902000009,625  
060375519001004,803 
060375432033003,202  
060372948302023,246  
060375356032001,115  
060374802013006,78  
060378005062001,534  
060371220001004,169  
060371331022002,901  
060373118022008,96  
060379304003187,804 
060376212041004,130  
060371348011010,165  
060371345201009,165  
060379800311014,205  
060371344232000,169  
060373019022000,90  
060375760011011,801 
060375526021006,128  
060372976011000,246  
060372244101001,35  
060371920021003,217  
060375425021010,51  
060375503011005,111  
060374313001004,267  
060373016021006,96  
060372035002022,68  
060374642001010,487  
060379304003201,804 
060376002011002,206  
060379800091055,94  
060374641023006,258  
060372723012004,33  
060372292001000,53  
060375433051012,202  
060375520011004,460  
060372060501048,60  
060372281001008,55  
060375344062000,611  
060372183005003,35  
060371951002004,201  
060375427001011,125  
060374638003007,256  
060379304001008,267  
060372169022002,30  
060372410013001,120  
060375031052000,120  
060375358042006,117  
060374306002004,268  
060375536012004,258  
060372226001002,35  
060374336021000,70  
060373017011007,92  
060371171021000,167  
060375361022031,258  
060372756031005,108  
060379800061010,577  
060379800141060,232  
060374638001015,256  
060374827021015,68  
060374605011013,177  
060379800241034,154  
060379800021016,202  
060371316001007,152  
060371959022002,10  
060371061111000,234  
060371112041009,158  
060374046001120,804 
060371340012012,245  
060377019021004,720  
060375715024001,60  
060371955004008,92  
060374046001021,267  
060374611004003,260  
060375034011004,120  
060373101001001,92  
060376212041002,130  
060375538023003,128  
060372756032012,108  
060376026021001,125  
060375302023009,18  
060373101001000,183  
060371190042010,158  
060371134271005,245  
060376213241004,130  
060376703243005,232  
060371198011000,166  
060379800141038,232  
060375538023015,128  
060371941022000,217  
060375002022009,120  
060371220003000,230  
060372063031011,18  
060371975002000,704  
060374084023039,577  
060375550022008,62  
060371431012013,155  
060375003001032,577  
060375413001007,205  
060374323002009,76  
060374601012006,267  
060371340022011,163  
060372049201002,605  
060374314001002,78  
060374615024002,687  
060373015011004,92  
060374640001020,258  
060374807032002,176  
060374604011039,268  
060371997002012,28  
060371997001013,76  
060379304003022,804 
060374631034007,267  
060375007006008,265  
060379800161079,611  
060375518021005,120  
060375545143001,128  
060379800331075,232  
060375434002007,246  
060376032003000,344  
060375545213005,128  
060375026031000,266  
060376027001012,120  
060379901000002,534  
060379800311039,246  
060372913002011,130  
060373019011001,92  
060375402011011,60  
060375356041004,612  
060371411011013,150  
060375438013006,246  
060372742022016,108  
060379902000006,704  
060372410013013,120  
060375345012001,251  
060374600021005,487  
060371190012011,230  
060374323003014,268  
060371012202004,90  
060374625003021,687  
060371247001000,167  
060377001012002,4  
060374604011031,268  
060372060201009,78  
060371411013000,150  
060373016021024,96  
060372199022005,217  
060379800021007,202  
060375703042013,202  
060379800341001,460  
060373008001015,90  
060375349002011,254  
060372781022000,108  
060379800331000,232  
060376200022016,232  
060374327002027,70  
060372315002000,207  
060375759014008,232  
060375323042017,611  
060372128003002,28  
060371288012002,154  
060372975011014,246  
060372348003007,110  
060375357012005,611  
060379304003225,804 
060379800341062,460  
060376031023000,130  
060372380001002,117  
060372969022005,205  
060371094001013,234  
060371345202003,165  
060375545161009,128  
060375545211013,130  
060379304003253,804 
060371411021001,158  
060371310212007,152  
060371061112011,234  
060371190012002,158  
060379800241006,154  
060371436032012,150  
060371232032002,165  
060377003003008,704  
060379800161003,254  
060379800101000,96  
060379800021017,202  
060371201082004,237  
060374624003004,180  
060372201003006,105  
060371348021011,243  
060372074001012,14  
060379800361065,266  
060371198022000,158  
060375718001017,202  
060377025014012,33  
060374315011014,268  
060371852042002,28  
060372288002002,105  
060378002021023,161  
060371066411014,236  
060371321022005,169  
060372016021003,76  
060379304003056,804 
060374635003000,180  
060375362011019,120  
060376027001022,210  
060371412011004,155  
060372623011014,788  
060372183004003,35  
060379800361049,266  
060379800241004,236  
060378004061022,534  
060373007022019,92  
060376500013004,130  
060371194002000,166  
060375430002001,53  
060371046101003,233  
060378002042005,169  
060371310212012,152  
060372170011007,16  
060373102014003,183  
060371221221011,94  
060373006023006,90  
060375718001027,801 
060371060201008,234  
060371897042010,222  
060374806022014,176  
060374800022006,487  
060371241022006,224  
060371211021003,166  
060373017011008,92  
060372169021003,30  
060371310241020,165  
060372060521000,30  
060371253222006,183  
060374816062019,260  
060372183005004,35  
060379800161023,251  
060375408005003,53  
060371284001004,233  
060372753112004,108  
060375006002000,265  
060375433051040,202  
060374312004024,78  
060374619013007,260  
060374311001016,267  
060379800301000,232  
060372627042016,534  
060372060501026,60  
060375341011010,110  
060371210104002,230  
060375436052004,205  
060372031002008,252  
060376513043006,232  
060374608001008,267  
060374801022004,78  
060377029001000,108  
060375439031014,202  
060375344061004,111  
060373007015000,90  
060371231031002,164  
060372075022005,910  
060378002061009,161  
060373109003002,164  
060374304004004,487  
060374803023004,78  
060379800231000,245  
060371436031010,237  
060373003011001,90  
060371112053000,158  
060371373011016,152  
060371347101001,169  
060376507012039,344  
060377012011009,602  
060371331011000,164  
060372781022014,108  
060374604011036,268  
060372913002003,344  
060375552121015,62  
060376203055021,126  
060375434003017,246  
060374305021000,487  
060375776052025,577  
060375707014002,265  
060376020022008,126  
060375508021005,111  
060375427002009,205  
060375552122000,62  
060378003281011,161  
060375718001003,60  
060379304003185,804 
060371861004001,685  
060374608001009,267  
060376203052006,126  
060374806021003,176  
060376026014002,209  
060375323041016,62  
060375545183005,128  
060372047001006,18  
060379800361032,266  
060371351021000,152  
060373108002000,165  
060373118012011,96  
060374338041006,176  
060373007012000,90  
060371434021001,155  
060374046001062,78  
060371047032005,224  
060374819011011,76  
060371831032015,176  
060379800101015,28  
060372060511064,251  
060374046001034,804 
060375518012011,803 
060371212101000,224  
060371211012005,92  
060374635003008,258  
060371190012000,230  
060378004111010,534  
060371112051003,150  
060375432034013,801 
060373025052003,90  
060379800061007,62  
060375408003000,53  
060372703001006,35  
060377029001005,108  
060375433051060,202  
060377026004039,110  
060375412004009,51  
060377026006007,108  
060376501011001,130  
060376210056018,130  
060379304001083,267  
060374809031010,260  
060375433051018,202  
060371896003005,222  
060374608001014,180  
060374304001007,487  
060371897022002,237  
060371436022005,150  
060372162011012,212  
060371093002013,239  
060372060511021,60  
060373007014003,90  
060371192023001,230  
060372167003013,105  
060373109003000,164  
060371132122006,166  
060371837022001,256  
060371831041001,256  
060371132371000,158  
060376010021013,212  
060372151011004,20  
060371289103004,234  
060371993001001,256  
060375304003018,804 
060379800141080,232  
060375509024006,266  
060375544041010,130  
060375717013020,202  
060375362022018,265  
060375039024023,460  
060371957103000,200  
060377025013001,33  
060374604011035,268  
060375758022027,801 
060372364003005,102  
060372626043018,534  
060376212041008,130  
060371349011000,243  
060378004061042,534  
060375438041003,246  
060372406002007,51  
060378002021021,161  
060374305023009,268  
060371392002005,154  
060374634003012,177  
060374631032022,78  
060377016011000,20  
060376002021009,204  
060375323032007,62  
060372060102008,76  
060375003001026,577  
060376208023009,232  
060376208023000,130  
060374640005022,687  
060375320012005,18  
060375342032004,258  
060375438011029,246  
060375533001008,266  
060371219002001,794  
060375434002001,205  
060375713002000,266  
060378004061049,534  
060372088011004,18  
060371220003002,152  
060371132342000,245  
060371881001007,180  
060374307011005,268  
060371192013000,233  
060371175201000,166  
060373011006008,92  
060371131011004,243  
060376007023000,117  
060371152021006,166  
060372380003009,207  
060374084023022,577  
060371210102006,152  
060371061142001,90  
060371898012005,2  
060371373021013,169  
060375776052027,577  
060375434001004,205  
060372702001001,733  
060372733001013,33  
060375410032006,246  
060379800141025,232  
060372060501062,66  
060379800141086,232  
060375770005000,577  
060379902000012,130  
060375025002001,265  
060375025002033,62  
060371289103016,234  
060377019022002,534  
060375532021000,125  
060377016021017,4  
060372742021031,108  
060372719012001,33  
060372141001006,14  
060375434001002,205  
060371435003009,167  
060379800301002,625  
060371272101002,169  
060377032002010,102  
060372976021006,246  
060375420003000,60  
060375006001002,266  
060371344221011,163  
060375507002005,110  
060373014001005,183  
060372060511066,251  
060371913022006,2  
060373017011018,94  
060375433051011,202  
060371060202001,234  
060371175303000,152  
060372035002023,68  
060374046001059,78  
060375008003021,266  
060374301022003,267  
060374808021024,76  
060376010012006,212  
060377029004001,108  
060375535031012,265  
060375338061018,111  
060371197002011,152  
060377029004013,110  
060375434003026,246  
060371837011002,256  
060375002025000,120  
060372190203000,35  
060376037062001,125  
060375776022013,577  
060372060511022,60  
060375422005001,128  
060371831032001,176  
060376003033001,206  
060375545181000,128  
060375537011000,258  
060371340022000,169  
060376706042013,550  
060371153011000,150  
060375435011002,130  
060376008021000,111  
060376203055016,126  
060375713004000,266  
060375518022006,127  
060371316001000,152  
060375300072001,266  
060371220002014,163  
060373118022003,96  
060372717021004,33  
060371330002007,165  
060372371014004,108  
060376032003003,344  
060374636024005,260  
060373010004000,90  
060371235101000,163  
060375718001029,801 
060371816001000,180  
060373007011000,90  
060371323012003,163  
060375432034018,60  
060372133101007,30  
060372693001000,728  
060373010004001,90  
060372718042004,33  
060379800161009,251  
060372765001003,115  
060372719012013,33  
060376037022014,710  
060375038013016,460  
060372361022004,105  
060374314002001,78  
060372294202004,53  
060372739025009,108  
060374603014010,267  
060372912203002,51  
060372060521035,30  
060371395021006,150  
060371897042015,222  
060375007006009,265  
060375503014003,115  
060376212041007,130  
060376200021020,232  
060372691003008,14  
060371347101009,163  
060371190042006,158  
060371283031003,164  
060375343021005,258  
060375545213006,130  
060374624001000,256  
060378005062005,534  
060375509011011,265  
060375323042051,258  
060375503014007,115  
060372060531011,30  
060379800211010,166  
060371837021002,256  
